$$Product2.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
QB-API-GOVT;Term Annual;GBP,GBP,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,1084
QB-API-GOVT;Term Annual;EUR,EUR,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,1270.5
QB-API-GOVT;Term Annual;AUD,AUD,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,2073.5
QB-API-GOVT;Term Annual;CAD,CAD,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,2043
QB-API-GOVT;Term Annual;CHF,CHF,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,1180
QB-API-GOVT;Term Annual;JPY,JPY,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,236476
QB-API-MGMT;Evergreen Monthly;USD,USD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,1000
QB-API-MGMT;Evergreen Monthly;GBP,GBP,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,747.5
QB-API-MGMT;Evergreen Monthly;EUR,EUR,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,876.5
QB-API-MGMT;Evergreen Monthly;AUD,AUD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,1430
QB-API-MGMT;Evergreen Monthly;CAD,CAD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,1409
QB-API-MGMT;Evergreen Monthly;CHF,CHF,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,814
QB-API-MGMT;Evergreen Monthly;JPY,JPY,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,163087
QB-API-MGMT;Term Annual;USD,USD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,12000
QB-API-MGMT;Term Annual;GBP,GBP,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,8972.5
QB-API-MGMT;Term Annual;EUR,EUR,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,10516.5
QB-API-MGMT;Term Annual;AUD,AUD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,17161.5
QB-API-MGMT;Term Annual;CAD,CAD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,16908
QB-API-MGMT;Term Annual;CHF,CHF,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,9765
QB-API-MGMT;Term Annual;JPY,JPY,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,1957040
QB-API-MGMT;Term Monthly;USD,USD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,1000
QB-API-MGMT;Term Monthly;GBP,GBP,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,747.5
QB-API-MGMT;Term Monthly;EUR,EUR,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,876.5
QB-API-MGMT;Term Monthly;AUD,AUD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,1430
QB-API-MGMT;Term Monthly;CAD,CAD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,1409
QB-API-MGMT;Term Monthly;CHF,CHF,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,814
QB-API-MGMT;Term Monthly;JPY,JPY,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,163087
QB-API-PREP;Term Annual;USD,USD,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,3240
QB-API-PREP;Term Annual;GBP,GBP,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,2422.5
QB-API-PREP;Term Annual;EUR,EUR,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,2839.5
QB-API-PREP;Term Annual;AUD,AUD,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,4633.5
QB-API-PREP;Term Annual;CAD,CAD,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,4565
QB-API-PREP;Term Annual;CHF,CHF,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,2636.5
QB-API-PREP;Term Annual;JPY,JPY,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,528401
QB-API-PROD;Term Annual;USD,USD,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,3240
QB-API-PROD;Term Annual;GBP,GBP,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,2422.5
QB-API-PROD;Term Annual;EUR,EUR,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,2839.5
QB-API-PROD;Term Annual;AUD,AUD,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,4633.5
QB-API-PROD;Term Annual;CAD,CAD,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,4565
QB-API-PROD;Term Annual;CHF,CHF,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,2636.5
QB-API-PROD;Term Annual;JPY,JPY,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,528401
QB-API-REQT;Evergreen Monthly;USD,USD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,5
QB-API-REQT;Evergreen Monthly;GBP,GBP,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,3.5
QB-API-REQT;Evergreen Monthly;EUR,EUR,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,4.5
QB-API-REQT;Evergreen Monthly;AUD,AUD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,7
QB-API-REQT;Evergreen Monthly;CAD,CAD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,7
QB-API-REQT;Evergreen Monthly;CHF,CHF,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,4
QB-API-REQT;Evergreen Monthly;JPY,JPY,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,815
QB-API-REQT;Term Annual;USD,USD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,45
QB-API-REQT;Term Annual;GBP,GBP,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,33.5
QB-API-REQT;Term Annual;EUR,EUR,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,39.5
QB-API-REQT;Term Annual;AUD,AUD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,64.5
QB-API-REQT;Term Annual;CAD,CAD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,63.5
QB-API-REQT;Term Annual;CHF,CHF,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,36.5
QB-API-REQT;Term Annual;JPY,JPY,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,7339
QB-API-REQT;Term Monthly;USD,USD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,5
QB-API-REQT;Term Monthly;GBP,GBP,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,3.5
QB-API-REQT;Term Monthly;EUR,EUR,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,4.5
QB-API-REQT;Term Monthly;AUD,AUD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,7
QB-API-REQT;Term Monthly;CAD,CAD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,7
QB-API-REQT;Term Monthly;CHF,CHF,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,4
QB-API-REQT;Term Monthly;JPY,JPY,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,815
QB-AUT-CRED;Evergreen Monthly;USD,USD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,2.5
QB-AUT-CRED;Evergreen Monthly;GBP,GBP,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,2
QB-AUT-CRED;Evergreen Monthly;EUR,EUR,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,2
QB-AUT-CRED;Evergreen Monthly;AUD,AUD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,3.5
QB-AUT-CRED;Evergreen Monthly;CAD,CAD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,3.5
QB-AUT-CRED;Evergreen Monthly;CHF,CHF,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,2
QB-AUT-CRED;Evergreen Monthly;JPY,JPY,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,408
QB-AUT-CRED;Term Annual;USD,USD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,25
QB-AUT-CRED;Term Annual;GBP,GBP,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,18.5
QB-AUT-CRED;Term Annual;EUR,EUR,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,22
QB-AUT-CRED;Term Annual;AUD,AUD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,36
QB-AUT-CRED;Term Annual;CAD,CAD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,35
QB-AUT-CRED;Term Annual;CHF,CHF,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,20.5
QB-AUT-CRED;Term Annual;JPY,JPY,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,4077
QB-AUT-CRED;Term Monthly;USD,USD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,2
QB-AUT-CRED;Term Monthly;GBP,GBP,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,1.5
QB-AUT-CRED;Term Monthly;EUR,EUR,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,2
QB-AUT-CRED;Term Monthly;AUD,AUD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,3
QB-AUT-CRED;Term Monthly;CAD,CAD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,3
QB-AUT-CRED;Term Monthly;CHF,CHF,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,1.5
QB-AUT-CRED;Term Monthly;JPY,JPY,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,326
QB-BDL-R750;One-Time;USD,USD,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,3899
QB-BDL-R750;One-Time;GBP,GBP,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,2915.5
QB-BDL-R750;One-Time;EUR,EUR,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,3417
QB-BDL-R750;One-Time;AUD,AUD,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,5576
QB-BDL-R750;One-Time;CAD,CAD,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,5493.5
QB-BDL-R750;One-Time;CHF,CHF,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,3173
QB-BDL-R750;One-Time;JPY,JPY,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,635875
QB-BDL-SRVC;One-Time;USD,USD,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QB-BDL-SRVC;One-Time;GBP,GBP,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QB-BDL-SRVC;One-Time;EUR,EUR,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QB-BDL-SRVC;One-Time;AUD,AUD,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QB-BDL-SRVC;One-Time;CAD,CAD,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QB-BDL-SRVC;One-Time;CHF,CHF,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QB-BDL-SRVC;One-Time;JPY,JPY,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QB-BDL-STND;One-Time;USD,USD,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QB-BDL-STND;One-Time;GBP,GBP,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QB-BDL-STND;One-Time;EUR,EUR,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QB-BDL-STND;One-Time;AUD,AUD,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QB-BDL-STND;One-Time;CAD,CAD,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QB-BDL-STND;One-Time;CHF,CHF,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QB-BDL-STND;One-Time;JPY,JPY,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QB-BET X710SFP;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,1599
QB-BET X710SFP;One-Time;GBP,GBP,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,1195.5
QB-BET X710SFP;One-Time;EUR,EUR,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,1401.5
QB-BET X710SFP;One-Time;AUD,AUD,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,2287
QB-BET X710SFP;One-Time;CAD,CAD,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,2253
QB-BET X710SFP;One-Time;CHF,CHF,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,1301
QB-BET X710SFP;One-Time;JPY,JPY,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,260776
QB-CBOOST-150;One-Time;USD,USD,true,false,QB-CacheBoost 150,Standard Price Book;true,QB-CBOOST-150,One-Time;OneTime,389
QB-CBOOST-150;One-Time;GBP,GBP,true,false,QB-CacheBoost 150,Standard Price Book;true,QB-CBOOST-150,One-Time;OneTime,291
QB-CBOOST-150;One-Time;EUR,EUR,true,false,QB-CacheBoost 150,Standard Price Book;true,QB-CBOOST-150,One-Time;OneTime,341
QB-CBOOST-150;One-Time;AUD,AUD,true,false,QB-CacheBoost 150,Standard Price Book;true,QB-CBOOST-150,One-Time;OneTime,556.5
QB-CBOOST-150;One-Time;CAD,CAD,true,false,QB-CacheBoost 150,Standard Price Book;true,QB-CBOOST-150,One-Time;OneTime,548
QB-CBOOST-150;One-Time;CHF,CHF,true,false,QB-CacheBoost 150,Standard Price Book;true,QB-CBOOST-150,One-Time;OneTime,316.5
QB-CBOOST-150;One-Time;JPY,JPY,true,false,QB-CacheBoost 150,Standard Price Book;true,QB-CBOOST-150,One-Time;OneTime,63441
QB-CMPC-5882;One-Time;USD,USD,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,249
QB-CMPC-5882;One-Time;GBP,GBP,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,186
QB-CMPC-5882;One-Time;EUR,EUR,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,218
QB-CMPC-5882;One-Time;AUD,AUD,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,356
QB-CMPC-5882;One-Time;CAD,CAD,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,351
QB-CMPC-5882;One-Time;CHF,CHF,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,202.5
QB-CMPC-5882;One-Time;JPY,JPY,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,40609
QB-CMPC-5887;One-Time;USD,USD,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,250
QB-CMPC-5887;One-Time;GBP,GBP,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,187
QB-CMPC-5887;One-Time;EUR,EUR,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,219
QB-CMPC-5887;One-Time;AUD,AUD,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,357.5
QB-CMPC-5887;One-Time;CAD,CAD,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,352
QB-CMPC-5887;One-Time;CHF,CHF,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,203.5
QB-CMPC-5887;One-Time;JPY,JPY,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,40772
QB-CMT-TKN-EACH;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Each),Standard Price Book;true,QB-CMT-TKN-EACH,Term Annual;TermDefined,1000
QB-CMT-TKN-EACH;Term Annual;GBP,GBP,true,false,QuantumBit Database (Token Commit - Each),Standard Price Book;true,QB-CMT-TKN-EACH,Term Annual;TermDefined,747.5
QB-CMT-TKN-EACH;Term Annual;EUR,EUR,true,false,QuantumBit Database (Token Commit - Each),Standard Price Book;true,QB-CMT-TKN-EACH,Term Annual;TermDefined,876.5
QB-CMT-TKN-EACH;Term Annual;AUD,AUD,true,false,QuantumBit Database (Token Commit - Each),Standard Price Book;true,QB-CMT-TKN-EACH,Term Annual;TermDefined,1430
QB-CMT-TKN-EACH;Term Annual;CAD,CAD,true,false,QuantumBit Database (Token Commit - Each),Standard Price Book;true,QB-CMT-TKN-EACH,Term Annual;TermDefined,1409
QB-CMT-TKN-EACH;Term Annual;CHF,CHF,true,false,QuantumBit Database (Token Commit - Each),Standard Price Book;true,QB-CMT-TKN-EACH,Term Annual;TermDefined,814
QB-CMT-TKN-EACH;Term Annual;JPY,JPY,true,false,QuantumBit Database (Token Commit - Each),Standard Price Book;true,QB-CMT-TKN-EACH,Term Annual;TermDefined,163087
QB-CMT-TKN-FLAT;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Flat),Standard Price Book;true,QB-CMT-TKN-FLAT,Term Annual;TermDefined,1000
QB-CMT-TKN-FLAT;Term Annual;GBP,GBP,true,false,QuantumBit Database (Token Commit - Flat),Standard Price Book;true,QB-CMT-TKN-FLAT,Term Annual;TermDefined,747.5
QB-CMT-TKN-FLAT;Term Annual;EUR,EUR,true,false,QuantumBit Database (Token Commit - Flat),Standard Price Book;true,QB-CMT-TKN-FLAT,Term Annual;TermDefined,876.5
QB-CMT-TKN-FLAT;Term Annual;AUD,AUD,true,false,QuantumBit Database (Token Commit - Flat),Standard Price Book;true,QB-CMT-TKN-FLAT,Term Annual;TermDefined,1430
QB-CMT-TKN-FLAT;Term Annual;CAD,CAD,true,false,QuantumBit Database (Token Commit - Flat),Standard Price Book;true,QB-CMT-TKN-FLAT,Term Annual;TermDefined,1409
QB-CMT-TKN-FLAT;Term Annual;CHF,CHF,true,false,QuantumBit Database (Token Commit - Flat),Standard Price Book;true,QB-CMT-TKN-FLAT,Term Annual;TermDefined,814
QB-CMT-TKN-FLAT;Term Annual;JPY,JPY,true,false,QuantumBit Database (Token Commit - Flat),Standard Price Book;true,QB-CMT-TKN-FLAT,Term Annual;TermDefined,163087
QB-CMT-TKN-BND;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Bounded),Standard Price Book;true,QB-CMT-TKN-BND,Term Annual;TermDefined,1000
QB-CMT-TKN-BND;Term Annual;GBP,GBP,true,false,QuantumBit Database (Token Commit - Bounded),Standard Price Book;true,QB-CMT-TKN-BND,Term Annual;TermDefined,747.5
QB-CMT-TKN-BND;Term Annual;EUR,EUR,true,false,QuantumBit Database (Token Commit - Bounded),Standard Price Book;true,QB-CMT-TKN-BND,Term Annual;TermDefined,876.5
QB-CMT-TKN-BND;Term Annual;AUD,AUD,true,false,QuantumBit Database (Token Commit - Bounded),Standard Price Book;true,QB-CMT-TKN-BND,Term Annual;TermDefined,1430
QB-CMT-TKN-BND;Term Annual;CAD,CAD,true,false,QuantumBit Database (Token Commit - Bounded),Standard Price Book;true,QB-CMT-TKN-BND,Term Annual;TermDefined,1409
QB-CMT-TKN-BND;Term Annual;CHF,CHF,true,false,QuantumBit Database (Token Commit - Bounded),Standard Price Book;true,QB-CMT-TKN-BND,Term Annual;TermDefined,814
QB-CMT-TKN-BND;Term Annual;JPY,JPY,true,false,QuantumBit Database (Token Commit - Bounded),Standard Price Book;true,QB-CMT-TKN-BND,Term Annual;TermDefined,163087
