$$Product2.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
ASTCERT001;Term Based - Yearly;USD,USD,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,2000
ASTCERT001;Term Based - Yearly;SEK,SEK,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,21300
ASTCERT001;Term Based - Yearly;JPY,JPY,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,298440
ASTCERT001;Term Based - Yearly;INR,INR,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,167920
ASTCERT001;Term Based - Yearly;GBP,GBP,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,1580
ASTCERT001;Term Based - Yearly;EUR,EUR,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,1920
ASTCERT001;Term Based - Yearly;CAD,CAD,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,2840
ASTCERT001;Term Based - Yearly;BRL,BRL,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,11480
ASTCERT001;Term Based - Yearly;AUD,AUD,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,3140
ASTCERT001;Term Based - Yearly;AED,AED,true,false,AI Specialist Certification,Standard Price Book;true,ASTCERT001,Term Based - Yearly;TermDefined,7340
ATRG001;Term Based - Yearly;USD,USD,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,5000
ATRG001;Term Based - Yearly;SEK,SEK,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,53250
ATRG001;Term Based - Yearly;JPY,JPY,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,746100
ATRG001;Term Based - Yearly;INR,INR,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,419800
ATRG001;Term Based - Yearly;GBP,GBP,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,3950
ATRG001;Term Based - Yearly;EUR,EUR,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,4800
ATRG001;Term Based - Yearly;CAD,CAD,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,7100
ATRG001;Term Based - Yearly;BRL,BRL,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,28700
ATRG001;Term Based - Yearly;AUD,AUD,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,7850
ATRG001;Term Based - Yearly;AED,AED,true,false,Advanced Training,Standard Price Book;true,ATRG001,Term Based - Yearly;TermDefined,18350
ATTMB001;Term Based - Monthly;USD,USD,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,60
ATTMB001;Term Based - Monthly;SEK,SEK,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,639
ATTMB001;Term Based - Monthly;JPY,JPY,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,8953.2
ATTMB001;Term Based - Monthly;INR,INR,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,5037.6
ATTMB001;Term Based - Monthly;GBP,GBP,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,47.4
ATTMB001;Term Based - Monthly;EUR,EUR,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,57.6
ATTMB001;Term Based - Monthly;CAD,CAD,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,85.2
ATTMB001;Term Based - Monthly;BRL,BRL,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,344.4
ATTMB001;Term Based - Monthly;AUD,AUD,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,94.2
ATTMB001;Term Based - Monthly;AED,AED,true,false,AT&T Mobile Plan,Standard Price Book;true,ATTMB001,Term Based - Monthly;TermDefined,220.2
AV001;Evergreen - Yearly;USD,USD,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,49.99
AV001;Evergreen - Yearly;SEK,SEK,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,532.3935
AV001;Evergreen - Yearly;JPY,JPY,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,7459.5078
AV001;Evergreen - Yearly;INR,INR,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,4197.1604
AV001;Evergreen - Yearly;GBP,GBP,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,39.4921
AV001;Evergreen - Yearly;EUR,EUR,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,47.9904
AV001;Evergreen - Yearly;CAD,CAD,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,70.9858
AV001;Evergreen - Yearly;BRL,BRL,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,286.9426
AV001;Evergreen - Yearly;AUD,AUD,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,78.4843
AV001;Evergreen - Yearly;AED,AED,true,false,Antivirus,Nonprofit;false,AV001,Evergreen - Yearly;Evergreen,183.4633
AV001;Evergreen - Yearly;USD,USD,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,99.99
AV001;Evergreen - Yearly;SEK,SEK,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,1064.8935
AV001;Evergreen - Yearly;JPY,JPY,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,14920.5078
AV001;Evergreen - Yearly;INR,INR,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,8395.1604
AV001;Evergreen - Yearly;GBP,GBP,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,78.9921
AV001;Evergreen - Yearly;EUR,EUR,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,95.9904
AV001;Evergreen - Yearly;CAD,CAD,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,141.9858
AV001;Evergreen - Yearly;BRL,BRL,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,573.9426
AV001;Evergreen - Yearly;AUD,AUD,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,156.9843
AV001;Evergreen - Yearly;AED,AED,true,false,Antivirus,Standard Price Book;true,AV001,Evergreen - Yearly;Evergreen,366.9633
CERT007;Term Based - Yearly;USD,USD,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,3000
CERT007;Term Based - Yearly;SEK,SEK,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,31950
CERT007;Term Based - Yearly;JPY,JPY,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,447660
CERT007;Term Based - Yearly;INR,INR,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,251880
CERT007;Term Based - Yearly;GBP,GBP,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,2370
CERT007;Term Based - Yearly;EUR,EUR,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,2880
CERT007;Term Based - Yearly;CAD,CAD,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,4260
CERT007;Term Based - Yearly;BRL,BRL,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,17220
CERT007;Term Based - Yearly;AUD,AUD,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,4710
CERT007;Term Based - Yearly;AED,AED,true,false,Specialized Certifications,Standard Price Book;true,CERT007,Term Based - Yearly;TermDefined,11010
CLOUD001;Term Based - Monthly;USD,USD,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,50
CLOUD001;Term Based - Monthly;SEK,SEK,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,532.5
CLOUD001;Term Based - Monthly;JPY,JPY,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,7461
CLOUD001;Term Based - Monthly;INR,INR,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,4198
CLOUD001;Term Based - Monthly;GBP,GBP,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,39.5
CLOUD001;Term Based - Monthly;EUR,EUR,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,48
CLOUD001;Term Based - Monthly;CAD,CAD,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,71
CLOUD001;Term Based - Monthly;BRL,BRL,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,287
CLOUD001;Term Based - Monthly;AUD,AUD,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,78.5
CLOUD001;Term Based - Monthly;AED,AED,true,false,Cloud Storage Pro,Standard Price Book;true,CLOUD001,Term Based - Monthly;TermDefined,183.5
CLOUD001-2;Term Based - Monthly;USD,USD,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,75
CLOUD001-2;Term Based - Monthly;SEK,SEK,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,798.75
CLOUD001-2;Term Based - Monthly;JPY,JPY,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,11191.5
CLOUD001-2;Term Based - Monthly;INR,INR,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,6297
CLOUD001-2;Term Based - Monthly;GBP,GBP,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,59.25
CLOUD001-2;Term Based - Monthly;EUR,EUR,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,72
CLOUD001-2;Term Based - Monthly;CAD,CAD,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,106.5
CLOUD001-2;Term Based - Monthly;BRL,BRL,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,430.5
CLOUD001-2;Term Based - Monthly;AUD,AUD,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,117.75
CLOUD001-2;Term Based - Monthly;AED,AED,true,false,API Access Premium,Standard Price Book;true,CLOUD001-2,Term Based - Monthly;TermDefined,275.25
CLOUD002;Term Based - Monthly;USD,USD,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,25
CLOUD002;Term Based - Monthly;SEK,SEK,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,266.25
CLOUD002;Term Based - Monthly;JPY,JPY,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,3730.5
CLOUD002;Term Based - Monthly;INR,INR,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,2099
CLOUD002;Term Based - Monthly;GBP,GBP,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,19.75
CLOUD002;Term Based - Monthly;EUR,EUR,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,24
CLOUD002;Term Based - Monthly;CAD,CAD,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,35.5
CLOUD002;Term Based - Monthly;BRL,BRL,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,143.5
CLOUD002;Term Based - Monthly;AUD,AUD,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,39.25
CLOUD002;Term Based - Monthly;AED,AED,true,false,Data Access Basic,Standard Price Book;true,CLOUD002,Term Based - Monthly;TermDefined,91.75
COMMITMENT-A;Term Based - Monthly;USD,USD,true,false,Commitment - A,Standard Price Book;true,COMMITMENT-A,Term Based - Monthly;TermDefined,20
COMMITMENT-B;Term Based - Monthly;USD,USD,true,false,Commitment - B,Standard Price Book;true,COMMITMENT-B,Term Based - Monthly;TermDefined,50
CS001;Evergreen - Monthly;USD,USD,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,7.99
CS001;Evergreen - Monthly;SEK,SEK,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,85.0935
CS001;Evergreen - Monthly;JPY,JPY,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,1192.2678
CS001;Evergreen - Monthly;INR,INR,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,670.8404
CS001;Evergreen - Monthly;GBP,GBP,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,6.3121
CS001;Evergreen - Monthly;EUR,EUR,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,7.6704
CS001;Evergreen - Monthly;CAD,CAD,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,11.3458
CS001;Evergreen - Monthly;BRL,BRL,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,45.8626
CS001;Evergreen - Monthly;AUD,AUD,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,12.5443
CS001;Evergreen - Monthly;AED,AED,true,false,Cloud Storage,Nonprofit;false,CS001,Evergreen - Monthly;Evergreen,29.3233
CS001;Evergreen - Monthly;USD,USD,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,9.99
CS001;Evergreen - Monthly;SEK,SEK,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,106.3935
CS001;Evergreen - Monthly;JPY,JPY,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,1490.7078
CS001;Evergreen - Monthly;INR,INR,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,838.7604
CS001;Evergreen - Monthly;GBP,GBP,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,7.8921
CS001;Evergreen - Monthly;EUR,EUR,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,9.5904
CS001;Evergreen - Monthly;CAD,CAD,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,14.1858
CS001;Evergreen - Monthly;BRL,BRL,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,57.3426
CS001;Evergreen - Monthly;AUD,AUD,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,15.6843
CS001;Evergreen - Monthly;AED,AED,true,false,Cloud Storage,Standard Price Book;true,CS001,Evergreen - Monthly;Evergreen,36.6633
DCERT001;Term Based - Yearly;USD,USD,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,250
DCERT001;Term Based - Yearly;SEK,SEK,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,2662.5
DCERT001;Term Based - Yearly;JPY,JPY,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,37305
DCERT001;Term Based - Yearly;INR,INR,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,20990
DCERT001;Term Based - Yearly;GBP,GBP,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,197.5
DCERT001;Term Based - Yearly;EUR,EUR,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,240
DCERT001;Term Based - Yearly;CAD,CAD,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,355
DCERT001;Term Based - Yearly;BRL,BRL,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,1435
DCERT001;Term Based - Yearly;AUD,AUD,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,392.5
DCERT001;Term Based - Yearly;AED,AED,true,false,Developer Certification,Standard Price Book;true,DCERT001,Term Based - Yearly;TermDefined,917.5
DS001;One Time;USD,USD,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,1149
DS001;One Time;SEK,SEK,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,12236.85
DS001;One Time;JPY,JPY,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,171453.78
DS001;One Time;INR,INR,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,96470.04
DS001;One Time;GBP,GBP,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,907.71
DS001;One Time;EUR,EUR,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,1103.04
DS001;One Time;CAD,CAD,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,1631.58
DS001;One Time;BRL,BRL,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,6595.26
DS001;One Time;AUD,AUD,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,1803.93
DS001;One Time;AED,AED,true,false,Desktop,Standard Price Book;true,DS001,One Time;OneTime,4216.83
EAS098781A;Evergreen - Yearly;USD,USD,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,249.99
EAS098781A;Evergreen - Yearly;SEK,SEK,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,2662.3935
EAS098781A;Evergreen - Yearly;JPY,JPY,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,37303.5078
EAS098781A;Evergreen - Yearly;INR,INR,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,20989.1604
EAS098781A;Evergreen - Yearly;GBP,GBP,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,197.4921
EAS098781A;Evergreen - Yearly;EUR,EUR,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,239.9904
EAS098781A;Evergreen - Yearly;CAD,CAD,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,354.9858
EAS098781A;Evergreen - Yearly;BRL,BRL,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,1434.9426
EAS098781A;Evergreen - Yearly;AUD,AUD,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,392.4843
EAS098781A;Evergreen - Yearly;AED,AED,true,false,Elastic Analytics Suite (EAS) Bundle,Standard Price Book;true,EAS098781A,Evergreen - Yearly;Evergreen,917.4633
EAS1001;Evergreen - Monthly;USD,USD,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,149.99
EAS1001;Evergreen - Monthly;SEK,SEK,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,1597.3935
EAS1001;Evergreen - Monthly;JPY,JPY,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,22381.5078
EAS1001;Evergreen - Monthly;INR,INR,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,12593.1604
EAS1001;Evergreen - Monthly;GBP,GBP,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,118.4921
EAS1001;Evergreen - Monthly;EUR,EUR,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,143.9904
EAS1001;Evergreen - Monthly;CAD,CAD,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,212.9858
EAS1001;Evergreen - Monthly;BRL,BRL,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,860.9426
EAS1001;Evergreen - Monthly;AUD,AUD,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,235.4843
EAS1001;Evergreen - Monthly;AED,AED,true,false,Elastic Analytics Suite (EAS),Standard Price Book;true,EAS1001,Evergreen - Monthly;Evergreen,550.4633
EHD009;One Time;USD,USD,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,179.99
EHD009;One Time;SEK,SEK,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,1916.8935
EHD009;One Time;JPY,JPY,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,26858.1078
EHD009;One Time;INR,INR,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,15111.9604
EHD009;One Time;GBP,GBP,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,142.1921
EHD009;One Time;EUR,EUR,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,172.7904
EHD009;One Time;CAD,CAD,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,255.5858
EHD009;One Time;BRL,BRL,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,1033.1426
EHD009;One Time;AUD,AUD,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,282.5843
EHD009;One Time;AED,AED,true,false,External Hard Drive,Standard Price Book;true,EHD009,One Time;OneTime,660.5633
FIG001;Term Based - Semi-Annual;USD,USD,true,false,Figma Subscription,Standard Price Book;true,FIG001,Term Based - Semi-Annual;TermDefined,89.99
FIG001;Term Based - Semi-Annual;SEK,SEK,true,false,Figma Subscription,Standard Price Book;true,FIG001,Term Based - Semi-Annual;TermDefined,958.3935
FIG001;Term Based - Semi-Annual;JPY,JPY,true,false,Figma Subscription,Standard Price Book;true,FIG001,Term Based - Semi-Annual;TermDefined,13428.3078
FIG001;Term Based - Semi-Annual;INR,INR,true,false,Figma Subscription,Standard Price Book;true,FIG001,Term Based - Semi-Annual;TermDefined,7555.5604
FIG001;Term Based - Semi-Annual;GBP,GBP,true,false,Figma Subscription,Standard Price Book;true,FIG001,Term Based - Semi-Annual;TermDefined,71.0921
FIG001;Term Based - Semi-Annual;EUR,EUR,true,false,Figma Subscription,Standard Price Book;true,FIG001,Term Based - Semi-Annual;TermDefined,86.3904
FIG001;Term Based - Semi-Annual;CAD,CAD,true,false,Figma Subscription,Standard Price Book;true,FIG001,Term Based - Semi-Annual;TermDefined,127.7858
FIG001;Term Based - Semi-Annual;BRL,BRL,true,false,Figma Subscription,Standard Price Book;true,FIG001,Term Based - Semi-Annual;TermDefined,516.5426
FIG001;Term Based - Semi-Annual;AUD,AUD,true,false,Figma Subscription,Standard Price Book;true,FIG001,Term Based - Semi-Annual;TermDefined,141.2843
