$$CostBook.Name$Product.StockKeepingUnit$CurrencyIsoCode,Cost,CostBook.Name,CurrencyIsoCode,Description,EffectiveFrom,EffectiveTo,Product.StockKeepingUnit
MFG Cost Books;FESBA_B603-2;USD,127,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B603-2
MFG Cost Books;0541-1204-FRD;USD,1080,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,0541-1204-FRD
MFG Cost Books;FESBA_BB20-2;USD,86.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BB20-2
MFG Cost Books;A030S169-FRD;USD,26,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A030S169-FRD
MFG Cost Books;FESBA_B604-2;USD,220.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B604-2
MFG Cost Books;A035K427-FRD;USD,366.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A035K427-FRD
MFG Cost Books;FESBA_B607-2;USD,258.7,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B607-2
MFG Cost Books;A046D218-FRD;USD,585,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A046D218-FRD
MFG Cost Books;A051H785-FRD;USD,97.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A051H785-FRD
MFG Cost Books;FESBA_BB08-2;USD,970.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BB08-2
MFG Cost Books;A048N280-FRD;USD,273.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A048N280-FRD
MFG Cost Books;FESBA_B595-2;USD,359.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B595-2
MFG Cost Books;FESBA_BB10-2;USD,256.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BB10-2
MFG Cost Books;A051K118-FRD;USD,287.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A051K118-FRD
MFG Cost Books;FESBA_R132-2;USD,168,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_R132-2
MFG Cost Books;A052X578-FRD;USD,643.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A052X578-FRD
MFG Cost Books;FESBA_900;USD,396,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_900
MFG Cost Books;A052X580-FRD;USD,265.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A052X580-FRD
MFG Cost Books;FESBA_1200;USD,231,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_1200
MFG Cost Books;A052X582-FRD;USD,789.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A052X582-FRD
MFG Cost Books;FESBA_1500;USD,600,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_1500
MFG Cost Books;A052X584-FRD;USD,1062.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A052X584-FRD
MFG Cost Books;FESBA_1750;USD,930,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_1750
MFG Cost Books;A052X586-FRD;USD,180,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,A052X586-FRD
MFG Cost Books;FESBA_2500;USD,1344,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_2500
MFG Cost Books;0402-0750-01-FRD;USD,155,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,0402-0750-01-FRD
MFG Cost Books;FESBA_R099-2;USD,466.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_R099-2
MFG Cost Books;FESBA_NOENC;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_NOENC
MFG Cost Books;FESBA_R003-2;USD,424.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_R003-2
MFG Cost Books;FESBA_WHENC;USD,287.88,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_WHENC
MFG Cost Books;FESBA_B691-2;USD,417.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B691-2
MFG Cost Books;FESBA_S1ENC;USD,505.89,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_S1ENC
MFG Cost Books;FESBA_R023-2;USD,1099.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_R023-2
MFG Cost Books;FESBA_S2ENC;USD,1631.76,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_S2ENC
MFG Cost Books;FESBA_B715-2;USD,180,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B715-2
MFG Cost Books;FESBA_S3ENC;USD,4049.55,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_S3ENC
MFG Cost Books;FESBA_R002-2;USD,75.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_R002-2
MFG Cost Books;Electrical-Engineer;USD,187,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,Electrical-Engineer
MFG Cost Books;FESBA_B801-2;USD,608.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B801-2
MFG Cost Books;Mechanical-Engineer;USD,185,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,Mechanical-Engineer
MFG Cost Books;FESBA_R114-2;USD,382.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_R114-2
MFG Cost Books;Civil-Engineer;USD,78,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,Civil-Engineer
MFG Cost Books;FESBA_B816-2;USD,683.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B816-2
MFG Cost Books;FESBA_R107-2;USD,752.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_R107-2
MFG Cost Books;FESBA_B817-2;USD,470,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B817-2
MFG Cost Books;Mounting-Hardware;USD,70,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,Mounting-Hardware
MFG Cost Books;FESBA_R144-2;USD,448.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_R144-2
MFG Cost Books;Generator-Wiring;USD,54,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,Generator-Wiring
MFG Cost Books;FESBA_B903-2;USD,239.7,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B903-2
MFG Cost Books;Generator-Conduit;USD,93,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,Generator-Conduit
MFG Cost Books;FESBA_B904-2;USD,924,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B904-2
MFG Cost Books;FESBA_B598-2;USD,270,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B598-2
MFG Cost Books;FESBA_BB12-2;USD,85.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BB12-2
MFG Cost Books;FESBA_B600-2;USD,245.7,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B600-2
MFG Cost Books;FESBA_B599-2;USD,232.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B599-2
MFG Cost Books;FESBA_BB14-2;USD,206.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BB14-2
MFG Cost Books;FESBA_BB26-2;USD,169,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BB26-2
MFG Cost Books;FESBA_B612-2;USD,204.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B612-2
MFG Cost Books;FESBA_BB15-2;USD,174,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BB15-2
MFG Cost Books;FESBA_BB29-2;USD,772.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BB29-2
MFG Cost Books;FESBA_R130-2;USD,598.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_R130-2
MFG Cost Books;FESBA_B628-2;USD,33.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B628-2
MFG Cost Books;FESBA_B905-2;USD,179.3,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B905-2
MFG Cost Books;FESBA_BC03-2;USD,348.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BC03-2
MFG Cost Books;FESBA_B313-2;USD,122.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B313-2
MFG Cost Books;FESBA_B660-2;USD,1066.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B660-2
MFG Cost Books;FESBA_B906-2;USD,587.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B906-2
MFG Cost Books;FESBA_BC04-2;USD,580,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BC04-2
MFG Cost Books;FESBA_B448-2;USD,174,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B448-2
MFG Cost Books;FESBA_B663-2;USD,66,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B663-2
MFG Cost Books;FESBA_B907-2;USD,115.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B907-2
MFG Cost Books;FESBA_BC05-2;USD,165.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_BC05-2
MFG Cost Books;FESBA_B467-2;USD,393.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B467-2
MFG Cost Books;FESBA_B664-2;USD,605.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B664-2
MFG Cost Books;FESBA_B909-2;USD,376,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B909-2
MFG Cost Books;FESBA_2940;USD,455.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_2940
MFG Cost Books;FESBA_B567-2;USD,520.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B567-2
MFG Cost Books;FESBA_B688-2;USD,756,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B688-2
MFG Cost Books;FESBA_L016-2;USD,416.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L016-2
MFG Cost Books;FESBA_D041-2;USD,582.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_D041-2
MFG Cost Books;FESBA_L017-2;USD,691.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L017-2
MFG Cost Books;FESBA_L253-2;USD,138,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L253-2
MFG Cost Books;FESBA_D036-2;USD,412.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_D036-2
MFG Cost Books;FESBA_A334-2;USD,539,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_A334-2
MFG Cost Books;FESBA_L254-2;USD,1151.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L254-2
MFG Cost Books;FESBA_A333-2;USD,496.1,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_A333-2
MFG Cost Books;FESBA_L018-2;USD,554.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L018-2
MFG Cost Books;FESBA_H607-2;USD,318,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H607-2
MFG Cost Books;FESBA_L255-2;USD,162,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L255-2
MFG Cost Books;FESBA_H734-2;USD,235.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H734-2
MFG Cost Books;FESBA_L019-2;USD,34.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L019-2
MFG Cost Books;FESBA_H110-2;USD,229.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H110-2
MFG Cost Books;FESBA_L256-2;USD,482.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L256-2
MFG Cost Books;FESBA_C127-2;USD,502.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_C127-2
MFG Cost Books;FESBA_L020-2;USD,598,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L020-2
MFG Cost Books;FESBA_3090;USD,238,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_3090
MFG Cost Books;FESBA_L257-2;USD,305.1,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L257-2
MFG Cost Books;FESBA_C278-2;USD,170.1,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_C278-2
MFG Cost Books;FESBA_L021-2;USD,501.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L021-2
MFG Cost Books;FESBA_KS58-2;USD,710.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KS58-2
MFG Cost Books;FESBA_L258-2;USD,108.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L258-2
MFG Cost Books;FESBA_KU71-2;USD,312,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU71-2
MFG Cost Books;FESBA_L022-2;USD,458.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L022-2
MFG Cost Books;FESBA_H557-2;USD,270,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H557-2
MFG Cost Books;FESBA_L057-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L057-2
MFG Cost Books;FESBA_KC53-2;USD,660,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KC53-2
MFG Cost Books;FESBA_L038-2;USD,77.7,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L038-2
MFG Cost Books;FESBA_L115-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L115-2
MFG Cost Books;FESBA_E043-2;USD,19.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_E043-2
MFG Cost Books;FESBA_L252-2;USD,466.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L252-2
MFG Cost Books;FESBA_KP93-2;USD,307.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP93-2
MFG Cost Books;FESBA_E125-2;USD,165.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_E125-2
MFG Cost Books;FESBA_L072-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L072-2
MFG Cost Books;FESBA_KP91-2;USD,373.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP91-2
MFG Cost Books;FESBA_E126-2;USD,46.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_E126-2
MFG Cost Books;FESBA_KP89-2;USD,598.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP89-2
MFG Cost Books;FESBA_E128-2;USD,531,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_E128-2
MFG Cost Books;FESBA_KP87-2;USD,595,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP87-2
MFG Cost Books;FESBA_E080-2;USD,393.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_E080-2
MFG Cost Books;FESBA_KP85-2;USD,380,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP85-2
MFG Cost Books;FESBA_H389-2;USD,37.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H389-2
MFG Cost Books;FESBA_KP83-2;USD,429,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP83-2
MFG Cost Books;FESBA_H527-2;USD,441.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H527-2
MFG Cost Books;FESBA_KU68-2;USD,558,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU68-2
MFG Cost Books;FESBA_B225-2;USD,208,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B225-2
MFG Cost Books;FESBA_KB71-2;USD,79.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KB71-2
MFG Cost Books;FESBA_B244-2;USD,165,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B244-2
MFG Cost Books;FESBA_KB73-2;USD,343,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KB73-2
MFG Cost Books;FESBA_A292-2;USD,372,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_A292-2
MFG Cost Books;FESBA_KU83-2;USD,267.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU83-2
MFG Cost Books;FESBA_A293-2;USD,592.1,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_A293-2
MFG Cost Books;FESBA_KP94-2;USD,460,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP94-2
MFG Cost Books;FESBA_H556-2;USD,76,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H556-2
MFG Cost Books;FESBA_A416-2;USD,408,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_A416-2
MFG Cost Books;FESBA_B791-2;USD,232,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_B791-2
MFG Cost Books;FESBA_KU70-2;USD,428.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU70-2
MFG Cost Books;FESBA_3750;USD,66,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_3750
MFG Cost Books;FESBA_KC52-2;USD,192.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KC52-2
MFG Cost Books;FESBA_KP92-2;USD,237.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP92-2
MFG Cost Books;FESBA_KR78-2;USD,126.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KR78-2
MFG Cost Books;FESBA_KP90-2;USD,198.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP90-2
MFG Cost Books;FESBA_KR08-2;USD,346.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KR08-2
MFG Cost Books;FESBA_KP88-2;USD,177.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP88-2
MFG Cost Books;FESBA_K993-2;USD,67.1,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_K993-2
MFG Cost Books;FESBA_KP86-2;USD,183.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP86-2
MFG Cost Books;FESBA_KP78-2;USD,339.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP78-2
MFG Cost Books;FESBA_KP84-2;USD,370,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP84-2
MFG Cost Books;FESBA_KU93-2;USD,421.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU93-2
