Id,Name,ParentProductId,ParentProduct.Name,ChildProductId,ChildProduct.Name,ChildProductClassificationId,ChildProductClassification.Name,ProductRelationshipTypeId,ProductRelationshipType.Name,Sequence
0dSWs000000jfCXMAY,PRC-000000105,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWsIAJ,"Alternator-60Hz, Wye, 13.2-13.8kVolt, 80C-Stby",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,30
0dSWs000000jfCYMAY,PRC-000000058,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxhIAB,FESBA 1750kW,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,4
0dSWs000000jfCZMAY,PRC-000000107,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWtIAJ,"Alternator-60 Hz, Wye, 380 Volt, 80C-Stby",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,32
0dSWs000000jfCaMAI,PRC-000000059,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxiIAB,FESBA 2500kW,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,5
0dSWs000000jfCbMAI,PRC-000000109,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWuIAJ,"Alt-60Hz,Wye,440V,125-80C-SPC",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,33
0dSWs000000jfCcMAI,PRC-000000060,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxjIAB,"220/380,3 Phase,Wye,4 Wire",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,6
0dSWs000000jfCdMAI,PRC-000000111,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWvIAJ,"Alternator-60 Hz, Wye, 440 Volt,105/80C-StbyPrm",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,34
0dSWs000000jfCeMAI,PRC-000000061,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxkIAB,"240/416,3 Phase,Wye,4 Wire",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,7
0dSWs000000jfCfMAI,PRC-000000113,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWwIAJ,"Alternator-60Hz, Wye, 440 Volt,80C-Stby",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,35
0dSWs000000jfCgMAI,PRC-000000063,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxlIAB,"255/440,3 Phase,Wye,4 Wire",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,8
0dSWs000000jfChMAI,PRC-000000062,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWxIAJ,"Alt-60Hz,Wye,440V,150/125SP,40C amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,36
0dSWs000000jfCiMAI,PRC-000000065,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxmIAB,"277/480,3 Phase,Wye,4 Wire",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,9
0dSWs000000jfCjMAI,PRC-000000064,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWyIAJ,"Alternator-60 Hz,Wye,240/416 Volt,105/80C-StbyPrm",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,37
0dSWs000000jfCkMAI,PRC-000000067,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxnIAB,"347/600,3 Phase,Wye,4 Wire",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,10
0dSWs000000jfClMAI,PRC-000000066,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWzIAJ,"Alt-60Hz, 3Phase, 480Volt, 125/105/80C-StbyPrmCont",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,38
0dSWs000000jfCmMAI,PRC-000000069,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxoIAB,"2400/4160,3 Phase,Wye,4Wire",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,11
0dSWs000000jfCnMAI,PRC-000000068,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX0IAJ,"Alternator-60Hz,3Phase,480Volt,150C-Stby,40C amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,39
0dSWs000000jfCoMAI,PRC-000000071,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxpIAB,"7200/12470,3 Ph,Wye,4 Wire",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,12
0dSWs000000jfCpMAI,PRC-000000070,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX1IAJ,"Alternator-60Hz,3Phase,600Volt,150C-Stby,40C amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,40
0dSWs000000jfCqMAI,PRC-000000073,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxqIAB,"7621/13200,3 Ph,Wye,4 Wire",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,13
0dSWs000000jfCrMAI,PRC-000000072,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX2IAJ,"Alt-60Hz,3Ph,277/480V,80C, Stby-Prime,IncrMtrStart",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,43
0dSWs000000jfCsMAI,PRC-000000075,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxrIAB,"7976/13800,3 Ph,Wye,4 Wire",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,14
0dSWs000000jfCtMAI,PRC-000000074,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX3IAJ,"Alt-60Hz,3Ph,347/600V,80C, Stby-Prime,IncrMtrStart",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,44
0dSWs000000jfCuMAI,PRC-000000077,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxsIAB,"Alternator - 60Hz, 3-Phase, Wye, 2400/4160V, 105/80C, StbyPrm",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,15
0dSWs000000jfCvMAI,PRC-000000076,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX4IAJ,"Alt-60Hz,3Ph,2400/4160V,80C, Stby-Prime,IncrMtrStart",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,45
0dSWs000000jfCwMAI,PRC-000000079,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxtIAB,"ALT-60Hz, Wye,12.47-13.8kV,125/105/80C (S/P/C)",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,16
0dSWs000000jfCxMAI,PRC-000000078,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX5IAJ,"Alt-60Hz,3Ph,7200/12470V,80C, Stby-Prime,IncrMtrStart",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,46
0dSWs000000jfCyMAI,PRC-000000081,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxuIAB,"ALT-60Hz,2400/4160V,125/105/80C (S/P/C)",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,17
0dSWs000000jfCzMAI,PRC-000000080,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX6IAJ,"Alt-60Hz,3Ph,7620/13200V,80C, Stby-Prime,IncrMtrStart",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,47
0dSWs000000jfD0MAI,PRC-000000083,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxvIAB,"ALT-60Hz,Wye,12.47kV,105/80C (S/P)",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,18
0dSWs000000jfD1MAI,PRC-000000082,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX7IAJ,"Alt-60Hz,3Ph,7968/13800V,80C, Stby-Prime,IncrMtrStart",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,48
0dSWs000000jfD2MAI,PRC-000000085,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0wxwIAB,"Alt-60Hz,Wye,220/380V,150/125/105C-SD/P/C,40C amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,19
0dSWs000000jfD3MAI,PRC-000000084,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX8IAJ,"Alt-60Hz,3Ph,Wye,380V,105C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,49
0dSWs000000jfD4MAI,PRC-000000087,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWjIAJ,"Alt-60Hz,Wye,220/380V,125/105/80C-StbyPrmCont",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,20
0dSWs000000jfD5MAI,PRC-000000086,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yX9IAJ,"Alt-60Hz,3Ph,Wye,416V,105C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,50
0dSWs000000jfD6MAI,PRC-000000089,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWkIAJ,"Alt-60Hz,Wye,220/380V,105/80C-StbyPrm",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,22
0dSWs000000jfD7MAI,PRC-000000088,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXAIAZ,"Alt-60Hz,3Ph,Wye,440V,105C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,51
0dSWs000000jfD8MAI,PRC-000000091,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yWlIAJ,"Alternator-60Hz, 3Phase, 480Volt, 105/80C-StbyPrm",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,23
0dSWs000000jfD9MAI,PRC-000000090,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXBIAZ,"Alt-60Hz,3Ph,Wye,480V,80C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,52
0dSWs000000jfDAMAY,PRC-000000092,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXCIAZ,"Alt-60Hz,3Ph,Wye,480V,105C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,53
0dSWs000000jfDBMAY,PRC-000000094,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXDIAZ,"Alt-60Hz,3Ph,Wye,600V,80C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,54
0dSWs000000jfDCMAY,PRC-000000096,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXEIAZ,"Alt-60Hz,3Ph,Wye,600V,105C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,55
0dSWs000000jfDDMAY,PRC-000000098,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXFIAZ,"Alt-60Hz,3Ph,Wye,4160V,80C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,56
0dSWs000000jfDEMAY,PRC-000000100,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXGIAZ,"Alt-60Hz,3Ph,Wye,12.47kV,80C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,57
0dSWs000000jfDFMAY,PRC-000000102,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXHIAZ,"Alt-60Hz,3Ph,Wye,13.2kV,80C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,58
0dSWs000000jfDGMAY,PRC-000000104,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXIIAZ,"Alt-60Hz,3Ph,Wye,13.8kV,80C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,59
0dSWs000000jfDHMAY,PRC-000000106,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXJIAZ,"Alt-60Hz,3Ph,Wye,440V,80C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,60
0dSWs000000jfDIMAY,PRC-000000108,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXKIAZ,"Alt-60Hz,3Ph,Wye,380V,80C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,62
0dSWs000000jfDJMAY,PRC-000000110,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXLIAZ,"Alt-60Hz,3Ph,Wye,416V,80C-DCC,40C Amb",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,63
0dSWs000000jfDKMAY,PRC-000000112,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXMIAZ,Engine - QSK60-G6,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,64
0dSWs000000jfDLMAY,PRC-000000155,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXmIAJ,Hardened Bearing Cartridge,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,90
0dSWs000000jfDMMAY,PRC-000000114,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXNIAZ,Normal Duty Air Cleaner,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,65
0dSWs000000jfDNMAY,PRC-000000157,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXnIAJ,"Output Terminals-2-Hole Lug, NEMA",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,91
0dSWs000000jfDOMAY,PRC-000000115,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXOIAZ,Heavy Duty Air Cleaner,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,66
0dSWs000000jfDPMAY,PRC-000000159,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXoIAJ,Differential CT's P7,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,92
0dSWs000000jfDQMAY,PRC-000000116,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXPIAZ,Electric Starter Motor - 24V DC,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,67
0dSWs000000jfDRMAY,PRC-000000161,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXpIAJ,Differential CT's P80,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,93
0dSWs000000jfDSMAY,PRC-000000117,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXQIAZ,Battery Charging Alternator,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,68
0dSWs000000jfDTMAY,PRC-000000163,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXqIAJ,Circuit Breaker or Entrance Box-None,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,94
0dSWs000000jfDUMAY,PRC-000000118,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXRIAZ,"Filters-Eng Oil,Full Flow/Bypass",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,69
0dSWs000000jfDVMAY,PRC-000000165,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXrIAJ,Housing Arrangement - Left Entry,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,95
0dSWs000000jfDWMAY,PRC-000000119,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXSIAZ,Oil Sampling Valve,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,70
0dSWs000000jfDXMAY,PRC-000000167,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXsIAJ,Housing Arrangement - Right Entry,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,96
0dSWs000000jfDYMAY,PRC-000000120,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXTIAZ,Oil Pan-High Capacity,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,71
0dSWs000000jfDZMAY,PRC-000000169,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXtIAJ,Housing Arrangement - Left & Right Entry,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,97
0dSWs000000jfDaMAI,PRC-000000122,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXUIAZ,"Fuel Filters-Engine, Standard",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,73
0dSWs000000jfDbMAI,PRC-000000171,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXuIAJ,"Terminal Hsg-Alternator Mounted,BotEntr,LV,NEMA 2-HoleConn",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,98
0dSWs000000jfDcMAI,PRC-000000123,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXVIAZ,"Fuel Filters-Engine, Duplex",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,74
0dSWs000000jfDdMAI,PRC-000000173,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXvIAJ,"Terminal Hsg-Alternator Mounted,TopEntr,LV,NEMA 2-HoleConn",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,99
0dSWs000000jfDeMAI,PRC-000000125,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXWIAZ,"Coolant Heater-208/240/480V, 40F Minimum Ambient Temp",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,75
0dSWs000000jfDfMAI,PRC-000000175,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXwIAJ,"Terminal Housing-Bottom Entrance,Medium/High Volts",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,100
0dSWs000000jfDgMAI,PRC-000000127,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXXIAZ,"Coolant Heater-208/240/480V, Below 40F Ambient Temp",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,76
0dSWs000000jfDhMAI,PRC-000000124,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXxIAJ,"Terminal Housing-Top Entrance,Medium/High Volts",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,101
0dSWs000000jfDiMAI,PRC-000000129,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXYIAZ,None Supplied (Remote Cooling),,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,77
0dSWs000000jfDjMAI,PRC-000000126,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXyIAJ,"Entrance Box-Low Voltage,Left",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,102
0dSWs000000jfDkMAI,PRC-000000131,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXZIAZ,Engine Cooling-High Ambient Air Temperature,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,78
0dSWs000000jfDlMAI,PRC-000000128,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXzIAJ,"Terminal Box-Low Voltage,Left",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,103
0dSWs000000jfDmMAI,PRC-000000133,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXaIAJ,Engine Cooling-Enhanced High Ambient Air Temperature,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,79
0dSWs000000jfDnMAI,PRC-000000130,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY0IAJ,"CB-600A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,104
0dSWs000000jfDoMAI,PRC-000000135,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXbIAJ,"Eng Cooling-High Ambient Air Temp, Ship Loose",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,80
0dSWs000000jfDpMAI,PRC-000000132,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY1IAJ,"CB-800A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,105
0dSWs000000jfDqMAI,PRC-000000137,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXcIAJ,(Remote Cooling) Flanged Connectors ASA,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,81
0dSWs000000jfDrMAI,PRC-000000134,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY2IAJ,"CB-1200A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,106
0dSWs000000jfDsMAI,PRC-000000139,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXdIAJ,Shutdown-Low Coolant Level,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,82
0dSWs000000jfDtMAI,PRC-000000136,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY3IAJ,"CB-1600A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,107
0dSWs000000jfDuMAI,PRC-000000141,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXeIAJ,Warning-Low Coolant Level,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,83
0dSWs000000jfDvMAI,PRC-000000138,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY4IAJ,"CB-2000A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,108
0dSWs000000jfDwMAI,PRC-000000143,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXfIAJ,"Temp Sens-Stator, 2 RTD/Ph",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,84
0dSWs000000jfDxMAI,PRC-000000140,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY5IAJ,"CB-2500A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,109
0dSWs000000jfDyMAI,PRC-000000145,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXgIAJ,"Bearing,1 RTD NDE",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,85
0dSWs000000jfDzMAI,PRC-000000142,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY6IAJ,"CB-3000A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,110
0dSWs000000jfE0MAI,PRC-000000147,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXhIAJ,"Heater-Alternator, 120 Volt AC",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,86
0dSWs000000jfE1MAI,PRC-000000144,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY7IAJ,"Top Entry, Left",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,111
0dSWs000000jfE2MAI,PRC-000000149,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXiIAJ,"Heater-Alternator, 240 Volt AC",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,87
0dSWs000000jfE3MAI,PRC-000000146,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY8IAJ,"Bottom Entry, Left",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,112
0dSWs000000jfE4MAI,PRC-000000121,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXjIAJ,Separator-Fuel/Water,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,72
0dSWs000000jfE5MAI,PRC-000000148,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yY9IAJ,"Bottom Entry Chute, Left",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,113
0dSWs000000jfE6MAI,PRC-000000151,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXkIAJ,"Heater-Alternator, 110/220 (120/240) Volt AC",,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,88
0dSWs000000jfE7MAI,PRC-000000150,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yYAIAZ,Entrance Box-Right,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,114
0dSWs000000jfE8MAI,PRC-000000153,01tWs00000C0wxDIAR,FESBA Generator Set,01tWs00000C0yXlIAJ,PMG,,,0yoWs000001B9qbIAC,Bundle to Bundle Component Relationship,89
