$$CostBook.Name$Product.StockKeepingUnit$CurrencyIsoCode,Cost,CostBook.Name,CurrencyIsoCode,Description,EffectiveFrom,EffectiveTo,Product.StockKeepingUnit
CostBook;QB-TRN-FUND;JPY,577117,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-TRN-FUND
CostBook;TEST-SUB;JPY,4785,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,TEST-SUB
CostBook;QB-CMT-TKN-EACH;JPY,33481,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-CMT-TKN-EACH
CostBook;QB-DB-TOKEN;JPY,1452445,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-DB-TOKEN
CostBook;QB-CMT-TKN-FLAT;JPY,139097,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-CMT-TKN-FLAT
CostBook;QB-CMT-TKN-TIER;JPY,60170,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-CMT-TKN-TIER
CostBook;QB-QTY-CMT;JPY,20534,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-QTY-CMT
CostBook;QB-MTY-CMT;JPY,301538,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-MTY-CMT
CostBook;QB-CBOOST-150;JPY,57148,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-CBOOST-150
CostBook;QB-CPU-HEATSINK;JPY,5050,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-CPU-HEATSINK
CostBook;QB-HD 1.2TB;JPY,12263,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-HD 1.2TB
CostBook;QB-HD 20TB;JPY,57558,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-HD 20TB
CostBook;QB-HD 3TB;JPY,43867,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-HD 3TB
CostBook;QB-INTEL-GOLD-5318N;JPY,264783,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-INTEL-GOLD-5318N
CostBook;QB-INTEL-GOLD-6330N;JPY,212357,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-INTEL-GOLD-6330N
CostBook;QB-INTEL-GOLD-6354;JPY,381053,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-INTEL-GOLD-6354
CostBook;QB-INTEL-PLAT-8352M;JPY,249426,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-INTEL-PLAT-8352M
CostBook;QB-INTEL-PLAT-8352Y;JPY,266953,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-INTEL-PLAT-8352Y
CostBook;QB-INTEL-PLAT-8360Y;JPY,180016,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-INTEL-PLAT-8360Y
CostBook;QB-INTEL-PLAT-8368;JPY,186268,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-INTEL-PLAT-8368
CostBook;QB-LIQUIDCOOL;JPY,15089,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-LIQUIDCOOL
CostBook;QB-MEM 128GB;JPY,298113,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-MEM 128GB
CostBook;QB-MEM 64GB;JPY,112139,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-MEM 64GB
CostBook;QB-NET-10G;JPY,28743,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-NET-10G
CostBook;QB-NET-25G;JPY,27923,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-NET-25G
CostBook;QB-NETSECURE-10G;JPY,32745,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-NETSECURE-10G
CostBook;QB-NovaX150;JPY,130366,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-NovaX150
CostBook;QB-NVExpand-200;JPY,43392,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-NVExpand-200
CostBook;QB-PWRCORE-1600S;JPY,38502,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-PWRCORE-1600S
CostBook;QB-PWRCORE-500S;JPY,33851,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-PWRCORE-500S
CostBook;QB-PWRCORE-800S;JPY,865,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-PWRCORE-800S
CostBook;QB-PWRSAFE-1000D;JPY,4744,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-PWRSAFE-1000D
CostBook;QB-PWRSAFE-2000D;JPY,179112,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-PWRSAFE-2000D
CostBook;QB-QRack-750;JPY,17890,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-QRack-750
CostBook;QB-RAID-500;JPY,15609,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-RAID-500
CostBook;QB-SSD 16TB;JPY,69876,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SSD 16TB
CostBook;QB-SSD 2TB;JPY,7642,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SSD 2TB
CostBook;QB-SSD 30TB;JPY,147738,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SSD 30TB
CostBook;QB-SSD 4TB;JPY,20260,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SSD 4TB
CostBook;QB-SSD 8TB;JPY,6954,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SSD 8TB
CostBook;QB-VegaX200;JPY,1610856,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-VegaX200
CostBook;QB-SRV-DNE;JPY,17898,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SRV-DNE
CostBook;QB-SRV-IMP;JPY,30017,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SRV-IMP
CostBook;QB-SRV-ISE;JPY,36362,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SRV-ISE
CostBook;QB-SRV-MEE;JPY,21757,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SRV-MEE
CostBook;QB-SRV-PD;JPY,23138,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SRV-PD
CostBook;QB-SRV-PMN;JPY,13674,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SRV-PMN
CostBook;QB-SRV-QAE;JPY,30741,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SRV-QAE
CostBook;QB-SRV-SAT;JPY,25040,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-SRV-SAT
CostBook;QB-API-MGMT;JPY,44129,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-API-MGMT
CostBook;QB-FLO-STRT;JPY,8491,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-FLO-STRT
CostBook;QB-MSG-STRT;JPY,126306,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-MSG-STRT
CostBook;QB-NET-100G-ULTRA;JPY,37850,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-NET-100G-ULTRA
CostBook;QB-PWRSAFE-600D;JPY,10474,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-PWRSAFE-600D
CostBook;QB-DAT-THPT;JPY,0,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-DAT-THPT
CostBook;QB-TOKENS-PACK;JPY,2758,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-TOKENS-PACK
CostBook;QB-LIC-CLOUD;JPY,42669,CostBook,JPY,,2024-01-01T12:00:00.000+0000,,QB-LIC-CLOUD
