$$ProductCategory.Code$Product.StockKeepingUnit,Catalog.Code,IsPrimaryCategory,Product.StockKeepingUnit,ProductCategory.Code
PCIe;QB-RAID-500,CAT-QB-HW,false,QB-RAID-500,PCIe
PCIe;QB-VegaX200,CAT-QB-HW,false,QB-VegaX200,PCIe
Power Supplies;QB-PWRCORE-1600S,CAT-QB-HW,false,QB-PWRCORE-1600S,Power Supplies
Power Supplies;QB-PWRCORE-500S,CAT-QB-HW,false,QB-PWRCORE-500S,Power Supplies
Power Supplies;QB-PWRCORE-800S,CAT-QB-HW,false,QB-PWRCORE-800S,Power Supplies
Power Supplies;QB-PWRSAFE-1000D,CAT-QB-HW,false,QB-PWRSAFE-1000D,Power Supplies
Power Supplies;QB-PWRSAFE-2000D,CAT-QB-HW,false,QB-PWRSAFE-2000D,Power Supplies
Solid State Drive;QB-HD 8TBSE,CAT-QB-HW,false,QB-HD 8TBSE,Solid State Drive
Solid State Drive;QB-SSD 16TB,CAT-QB-HW,false,QB-SSD 16TB,Solid State Drive
Solid State Drive;QB-SSD 2TB,CAT-QB-HW,false,QB-SSD 2TB,Solid State Drive
Solid State Drive;QB-SSD 30TB,CAT-QB-HW,false,QB-SSD 30TB,Solid State Drive
Solid State Drive;QB-SSD 4TB,CAT-QB-HW,false,QB-SSD 4TB,Solid State Drive
Solid State Drive;QB-SSD 8TB,CAT-QB-HW,false,QB-SSD 8TB,Solid State Drive
PC-QB-HW-SERVER;PROD-455868158,CAT-QB-HW,false,PROD-455868158,PC-QB-HW-SERVER
